CID,Compound_Name,SMILES,Flavor_Description,Source
18307529,"2-[[3-carboxy-2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]propanoyl]amino]-3-methylbutanoic acid",CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307592,"4-amino-2-[[2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]acetyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307632,"4-amino-2-[[2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]-4-oxobutanoic acid",CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307652,"4-amino-2-[[2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]-4-methylpentanoyl]amino]-4-oxobutanoic acid",CC(C)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307672,"4-amino-2-[[6-amino-2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]hexanoyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307831,"4-amino-2-[[2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-4-oxobutanoic acid",CC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,sweet,FlavorDB
18307922,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[1-(2,6-diaminohexanoyl)pyrrolidine-2-carbonyl]amino]-4-oxobutanoic acid",C1CC(N(C1)C(=O)C(CCCCN)N)C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O,sweet,FlavorDB
18308319,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-(2,6-diaminohexanoylamino)-3-hydroxypropanoyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CCCCN)N,sweet,FlavorDB
18308717,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-(2,6-diaminohexanoylamino)-3-hydroxybutanoyl]amino]-4-oxobutanoic acid",CC(C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N)O,sweet,FlavorDB
18309895,"2-[[4-amino-2-[[2-(2,6-diaminohexanoylamino)-3-methylbutanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid",CC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N,sweet,FlavorDB
18309915,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-(2,6-diaminohexanoylamino)-3-methylbutanoyl]amino]-4-oxobutanoic acid",CC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N,sweet,FlavorDB
18310102,"4-amino-2-[[2-[[2-(2,6-diaminohexanoylamino)-3-methylbutanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid",CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)N,sweet,FlavorDB
18315103,"3,4,5-trihydroxy-2-(methoxymethyl)oxan-2-olate",COCC1(C(C(C(CO1)O)O)O)[O-],sweet,FlavorDB
18315104,"2-(methoxymethyl)oxane-2,3,4,5-tetrol",COCC1(C(C(C(CO1)O)O)O)O,sweet,FlavorDB
18315107,"5-(1,2-dihydroxyethyl)-3-ethoxyoxolane-2,4-diol",CCOC1C(C(OC1O)C(CO)O)O,sweet,FlavorDB
18322814,3-amino-4-[[2-[(2-methylpropan-2-yl)oxy]-2-oxo-1-phenylethyl]amino]-4-oxobutanoate,CC(C)(C)OC(=O)C(C1=CC=CC=C1)NC(=O)C(CC(=O)[O-])N,sweet,FlavorDB
18322815,3-amino-4-[[2-[(2-methylpropan-2-yl)oxy]-2-oxo-1-phenylethyl]amino]-4-oxobutanoic acid,CC(C)(C)OC(=O)C(C1=CC=CC=C1)NC(=O)C(CC(=O)O)N,sweet,FlavorDB
18324648,"sodium;1,1-dioxo-1,2-benzothiazol-3-one;hydrate",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.[Na+],sweet,FlavorDB
18325051,schembl22653357,C(C(C(C(C(=O)CO)O)O)O)O.Cl,sweet,FlavorDB
18329476,"6,6-diethoxyhexane-1,2,3,4,5-pentol",CCOC(C(C(C(C(CO)O)O)O)O)OCC,sweet,FlavorDB
18331057,"ethane-1,2-diol;2,3,4,5,6-pentahydroxyhexanal",C(CO)O.C(C(C(C(C(C=O)O)O)O)O)O,sweet,FlavorDB
18336617,"actinium;6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)O)O)O)O)O.[Ac].[Ac].[Ac].[Ac],sweet,FlavorDB
18336618,"actinium;6-(propan-2-yloxymethyl)oxane-2,3,4,5-tetrol",CC(C)OCC1C(C(C(C(O1)O)O)O)O.[Ac].[Ac].[Ac].[Ac],sweet,FlavorDB
18336619,"6-(propan-2-yloxymethyl)oxane-2,3,4,5-tetrol",CC(C)OCC1C(C(C(C(O1)O)O)O)O,sweet,FlavorDB
18340876,schembl13524951,CC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,FlavorDB
18341314,schembl7457031,C1=CC=C(C=C1)C[C@@H](CO)NC(=O)[C@@H](CC(=O)O)N,sweet,FlavorDB
18341322,schembl7449539,CC(C)(C)OC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)COC,sweet,FlavorDB
18341357,(3R)-3-(butoxycarbonylamino)-4-[[(2S)-1-hydroxy-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,CCCCOC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)CO,sweet,FlavorDB
18341358,(3R)-4-[[(2S)-1-hydroxy-3-phenylpropan-2-yl]amino]-3-[(2-methylpropan-2-yl)oxycarbonylamino]-4-oxobutanoic acid,CC(C)(C)OC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)CO,sweet,FlavorDB
18342218,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-(1-hydroxypropan-2-ylperoxy)oxane-3,4,5-triol",CC(CO)OO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,sweet,FlavorDB
18343463,,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O[Si](O)O)O)O)O)O)O,sweet,FlavorDB
18343955,schembl2329201,C(COC[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
18345552,"2-(4,5-dihydroxy-2,6-dimethyloxan-3-yl)oxy-6-methyloxane-3,4,5-triol",CC1C(C(C(C(O1)C)OC2C(C(C(C(O2)C)O)O)O)O)O,sweet,FlavorDB
18345553,schembl769113,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,sweet,FlavorDB
18345556,"2-(hydroxymethyl)-6-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,4,5-triol",CC1C(C(C(C(O1)(CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,sweet,FlavorDB
18346204,schembl714575,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,sweet,FlavorDB
18346205,schembl714503,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O,sweet,FlavorDB
18350600,2-(sulfonylamino)cyclohexan-1-amine,C1CCC(C(C1)N)N=S(=O)=O,sweet,FlavorDB
18363761,2'-deoxy-2'-fluoroadenosine-5'-monophosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)F)N,sweet,FlavorDB
18364708,schembl23211223,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.O,sweet,FlavorDB
18372047,schembl17688995,C(COCC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,sweet,FlavorDB
18374253,"2-(hydroxymethyl)-6-(1-hydroxypropan-2-ylperoxy)oxane-3,4,5-triol",CC(CO)OOC1C(C(C(C(O1)CO)O)O)O,sweet,FlavorDB
18380131,"azane;2-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.N,sweet,FlavorDB
18380328,4-[(1-methoxy-3-phenylpropan-2-yl)amino]-3-[(2-methylpropan-2-yl)oxycarbonylamino]-4-oxobutanoic acid,CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)COC,sweet,FlavorDB
18380350,akos014224065,C1=CC=C(C=C1)CC(CO)NC(=O)C(CC(=O)O)N,sweet,FlavorDB
18380383,4-[(1-hydroxy-3-phenylpropan-2-yl)amino]-3-[(2-methylpropan-2-yl)oxycarbonylamino]-4-oxobutanoic acid,CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)CO,sweet,FlavorDB
18380433,3-(butoxycarbonylamino)-4-[(1-hydroxy-3-phenylpropan-2-yl)amino]-4-oxobutanoic acid,CCCCOC(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)CO,sweet,FlavorDB
18387200,schembl5495922,CCOC(=O)CCNC(=O)C(CC1=CC=CC=C1)NCC(=O)OCC,sweet,FlavorDB
18391541,sucrose sodium chloride,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.[Na+].[Cl-],sweet,FlavorDB
18392041,schembl345327,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)(O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,sweet,FlavorDB
18392540,l-xylo-3-hexulose,C([C@@H]([C@H](C(=O)[C@@H](CO)O)O)O)O,sweet,FlavorDB
18393063,schembl8398684,C[C@](CC1=CC=CC=C1)(C(=O)OC)N(CCC(C)(C)C)C(=O)[C@H](CC(=O)O)N,sweet,FlavorDB
18393072,schembl7569006,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OO[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O,sweet,FlavorDB
18394841,schembl8439367,CCCCOC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O,sweet,FlavorDB
18394842,schembl8435122,CCOC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O,sweet,FlavorDB
18394877,"(2S,3R,4R,5R,6R)-2-methyl-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O)O)O,sweet,FlavorDB
18395993,schembl3196312,C([C@H]([C@H]([C@@H](C(=O)CON)O)O)O)O,sweet,FlavorDB
18396023,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-olate",C[C@@H]1[C@H]([C@@H]([C@H](C(O1)[O-])O)O)O,sweet,FlavorDB
18396184,schembl2986957,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(N)O)O,sweet,FlavorDB
18396276,schembl8451793,CCCCCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(N)O)O,sweet,FlavorDB
18398597,schembl27259,C1CCC(CC1)NS(=O)(=S)O,sweet,FlavorDB
18401345,3-amino-4-[2-[[1-[[2-[(1-carboxy-2-phenylethyl)amino]-2-oxoethyl]amino]-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-4-oxobutanoic acid,CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC(=O)O)N,sweet,FlavorDB
18406734,schembl6317988,CC(C(C(C(CO)O)O)(O)O)O,sweet,FlavorDB
18410144,"7-ethenyl-1,1-dioxo-1,2-benzothiazol-3-olate",C=CC1=C2C(=CC=C1)C(=NS2(=O)=O)[O-],sweet,FlavorDB
18410145,schembl1661224,C=CC1=C2C(=CC=C1)C(=O)NS2(=O)=O,sweet,FlavorDB
18411140,"[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl acetate",CC(=O)OCC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O,sweet,FlavorDB
18411141,"[3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-yl] acetate",CC(=O)OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)O)CO)CO)O,sweet,FlavorDB
18411204,"1-(5-hydroxy-2-propyl-1,3-dioxan-4-yl)propane-1,2,3-triol",CCCC1OCC(C(O1)C(C(CO)O)O)O,sweet,FlavorDB
18411231,sb46046,C(C(C(C(C(C=O)O)O)F)O)O,sweet,FlavorDB
18415090,schembl5493429,CC(C)(C)CCC(CCC(C)(C)C)OC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,sweet,FlavorDB
18415577,"3,5,6-trihydroxyhexanol",C(CO)C(CC(CO)O)O,sweet,FlavorDB
18417383,schembl7639064,C(C1C(C(C(C(O1)ON)O)O)O)O,sweet,FlavorDB
18428334,"2-amino-1-oxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)N(S2=O)N,sweet,FlavorDB
18431280,"2-[3,4-dihydroxy-5-(hydroxymethyl)-2-(1,2,3-trihydroxypropyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)C(C(CO)O)O)O)O)O)O,sweet,FlavorDB
18436566,schembl295024,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,sweet,FlavorDB
18439495,"(3R,4R,5S,6S)-6-(hydroxymethyl)-6-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,3,4,5-tetrol",C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@]2([C@H]([C@@H]([C@H](C(O2)O)O)O)O)CO)O)O)O)O,sweet,FlavorDB
18448985,schembl1064687,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,FlavorDB
18454344,1-o-alpha-d-glucopyranosyl-d-mannitol dihydrate,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O.O.O,sweet,FlavorDB
18459124,3-amino-4-oxo-4-[[1-oxo-1-(2-oxoethoxy)-3-phenylpropan-2-yl]amino]butanoic acid,C1=CC=C(C=C1)CC(C(=O)OCC=O)NC(=O)C(CC(=O)O)N,sweet,FlavorDB
18461783,schembl7613410,C(CCO)CC(CO)O.C(CCO)CO,sweet,FlavorDB
18465617,schembl6262874,C(C=O)C(C(C(C(CO)O)O)O)O,sweet,FlavorDB
18471261,schembl10656700,C1=CC2=C(C(=C1)C(=O)N)S(=O)(=O)NC2=O,sweet,FlavorDB
18475307,saccharinmonocarboxylic acid,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)C(=O)O,sweet,FlavorDB
18477978,"4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478018,"4-[[4-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,4-dioxobutan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478038,"4-[[3-carboxy-1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478078,"4-[[3-carboxy-2-[(2,5-diamino-5-oxopentanoyl)amino]propanoyl]amino]-5-[(1-carboxy-2-phenylethyl)amino]-5-oxopentanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478098,"4-[[5-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,5-dioxopentan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478118,"4-[[2-[(1-carboxy-2-phenylethyl)amino]-2-oxoethyl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478158,"4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-methyl-1-oxopentan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478178,"4-[[1-[(1-carboxy-2-phenylethyl)amino]-4-methyl-1-oxopentan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478198,"4-[[6-amino-1-[(1-carboxy-2-phenylethyl)amino]-1-oxohexan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478225,"4-[[1-(1-carboxyethylamino)-1-oxo-3-phenylpropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478232,"4-[[1-(carboxymethylamino)-1-oxo-3-phenylpropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478234,"2-[[2-[[3-carboxy-2-[(2,5-diamino-5-oxopentanoyl)amino]propanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoic acid",CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478235,"2-[[2-[[3-carboxy-2-[(2,5-diamino-5-oxopentanoyl)amino]propanoyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid",CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478236,"6-amino-2-[[2-[[3-carboxy-2-[(2,5-diamino-5-oxopentanoyl)amino]propanoyl]amino]-3-phenylpropanoyl]amino]hexanoic acid",C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478278,"4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478358,"4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-methyl-1-oxobutan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid",CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18478835,"5-[[3-carboxy-1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-4-[(2,5-diamino-5-oxopentanoyl)amino]-5-oxopentanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18479235,"3-[[5-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]-5-oxopentanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18479573,"2-[2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]acetyl]amino]propanoylamino]-3-phenylpropanoic acid",CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18479613,"2-[[4-amino-2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]acetyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18479633,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]acetyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18480430,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-methylpentanoyl]amino]-4-oxobutanoic acid",CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18480829,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-4-methylpentanoyl]amino]-4-oxobutanoic acid",CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18481228,"3-[[6-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]hexanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18481957,"4-amino-2-[2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]propanoylamino]-4-oxobutanoic acid",CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482015,"4-(1-carboxyethylamino)-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid",CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482022,"4-(carboxymethylamino)-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482024,"2-[[3-carboxy-2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]propanoyl]amino]-3-methylpentanoic acid",CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482025,"2-[[3-carboxy-2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]propanoyl]amino]-4-methylpentanoic acid",CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482026,"6-amino-2-[[3-carboxy-2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-phenylpropanoyl]amino]propanoyl]amino]hexanoic acid",C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18482827,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-hydroxypropanoyl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
